idCliente;clienteNome;clienteContato;clienteCidade;idPais
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
23;Champes;Jaques Wilneuve;Lille;FRA
71;Sunny Ski Store;Perry Farell;Boise;USA
71;Sunny Ski Store;Perry Farell;Boise;USA
71;Sunny Ski Store;Perry Farell;Boise;USA
71;Sunny Ski Store;Perry Farell;Boise;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
89;Nirvana Stores;Alice Chain;Seattle;USA
